Date,HomeTeam,AwayTeam,home_xG,away_xG,home_xGA,away_xGA
2024-12-15 14:00:00,Brighton,Crystal Palace,1.32323,3.00618,3.00618,1.32323
2024-12-15 19:00:00,Chelsea,Brentford,2.59146,1.65861,1.65861,2.59146
2024-12-15 16:30:00,Man City,Man United,0.638103,2.04662,2.04662,0.638103
2024-12-15 19:00:00,Southampton,Tottenham,1.27356,3.89322,3.89322,1.27356
2024-12-16 20:00:00,Bournemouth,West Ham,2.04842,1.81827,1.81827,2.04842
2024-12-21 12:30:00,Aston Villa,Man City,2.05988,1.09627,1.09627,2.05988
2024-12-21 15:00:00,Brentford,Nott'm Forest,0.769004,0.964897,0.964897,0.769004
2024-12-21 17:30:00,Crystal Palace,Arsenal,1.6052,3.05434,3.05434,1.6052
2024-12-21 15:00:00,Ipswich,Newcastle,1.06427,3.23386,3.23386,1.06427
2024-12-21 15:00:00,West Ham,Brighton,1.22937,1.34379,1.34379,1.22937
2024-12-22 14:00:00,Everton,Chelsea,1.07081,1.51591,1.51591,1.07081
2024-12-22 14:00:00,Fulham,Southampton,1.25255,0.280031,0.280031,1.25255
2024-12-22 14:00:00,Leicester,Wolves,0.78868,1.13531,1.13531,0.78868
2024-12-22 14:00:00,Man United,Bournemouth,2.28533,1.82831,1.82831,2.28533
2024-12-22 16:30:00,Tottenham,Liverpool,1.20245,5.20214,5.20214,1.20245
2024-12-26 15:00:00,Bournemouth,Crystal Palace,1.20189,0.500066,0.500066,1.20189
2024-12-26 15:00:00,Chelsea,Fulham,1.55626,1.77929,1.77929,1.55626
2024-12-26 20:00:00,Liverpool,Leicester,1.89935,0.22097,0.22097,1.89935
2024-12-26 12:30:00,Man City,Everton,2.51965,0.653289,0.653289,2.51965
2024-12-26 15:00:00,Newcastle,Aston Villa,2.82867,0.225522,0.225522,2.82867
2024-12-26 15:00:00,Nott'm Forest,Tottenham,1.30018,1.05758,1.05758,1.30018
2024-12-26 15:00:00,Southampton,West Ham,2.19833,1.90111,1.90111,2.19833
2024-12-26 17:30:00,Wolves,Man United,0.826489,0.358876,0.358876,0.826489
2024-12-27 20:15:00,Arsenal,Ipswich,2.16462,0.0783327,0.0783327,2.16462
2024-12-27 19:30:00,Brighton,Brentford,1.33538,0.961233,0.961233,1.33538
2024-12-29 15:00:00,Crystal Palace,Southampton,3.05417,1.21853,1.21853,3.05417
2024-12-29 15:00:00,Everton,Nott'm Forest,0.615191,2.02753,2.02753,0.615191
2024-12-29 15:00:00,Fulham,Bournemouth,0.961566,1.70692,1.70692,0.961566
2024-12-29 14:30:00,Leicester,Man City,1.84208,1.58002,1.58002,1.84208
2024-12-29 15:00:00,Tottenham,Wolves,2.28433,0.640697,0.640697,2.28433
2024-12-29 17:15:00,West Ham,Liverpool,0.518279,3.29868,3.29868,0.518279
2024-12-30 19:45:00,Aston Villa,Brighton,1.87997,0.938042,0.938042,1.87997
2024-12-30 19:45:00,Ipswich,Chelsea,1.50093,1.60622,1.60622,1.50093
2024-12-30 20:00:00,Man United,Newcastle,1.00073,2.2424,2.2424,1.00073
2025-01-01 17:30:00,Brentford,Arsenal,0.272604,1.99848,1.99848,0.272604
2025-01-04 15:00:00,Aston Villa,Leicester,2.3456,0.81548,0.81548,2.3456
2025-01-04 15:00:00,Bournemouth,Everton,2.61852,0.561015,0.561015,2.61852
2025-01-04 17:30:00,Brighton,Arsenal,1.76513,1.81142,1.81142,1.76513
2025-01-04 15:00:00,Crystal Palace,Chelsea,1.2766,1.51541,1.51541,1.2766
2025-01-04 15:00:00,Man City,West Ham,1.97986,1.53286,1.53286,1.97986
2025-01-04 15:00:00,Southampton,Brentford,0.249614,5.54874,5.54874,0.249614
2025-01-04 12:30:00,Tottenham,Newcastle,1.00333,2.42963,2.42963,1.00333
2025-01-05 14:00:00,Fulham,Ipswich,2.65469,1.4434,1.4434,2.65469
2025-01-05 16:30:00,Liverpool,Man United,2.862,1.67469,1.67469,2.862
2025-01-06 20:00:00,Wolves,Nott'm Forest,1.90463,2.57227,2.57227,1.90463
2025-01-14 19:30:00,Brentford,Man City,2.39088,2.65315,2.65315,2.39088
2025-01-14 19:30:00,Chelsea,Bournemouth,2.53808,1.14845,1.14845,2.53808
2025-01-14 20:00:00,Nott'm Forest,Liverpool,0.5292,2.72291,2.72291,0.5292
2025-01-14 19:30:00,West Ham,Fulham,0.937322,2.83581,2.83581,0.937322
2025-01-15 20:00:00,Arsenal,Tottenham,2.25501,0.777071,0.777071,2.25501
2025-01-15 19:30:00,Everton,Aston Villa,1.23126,1.28522,1.28522,1.23126
2025-01-15 19:30:00,Leicester,Crystal Palace,2.09904,2.2647,2.2647,2.09904
2025-01-15 19:30:00,Newcastle,Wolves,2.13327,1.47433,1.47433,2.13327
2025-01-16 19:30:00,Ipswich,Brighton,0.268127,1.06343,1.06343,0.268127
2025-01-16 20:00:00,Man United,Southampton,3.10847,1.36705,1.36705,3.10847
2025-01-18 17:30:00,Arsenal,Aston Villa,1.64458,1.20602,1.20602,1.64458
2025-01-18 15:00:00,Brentford,Liverpool,1.20021,4.16249,4.16249,1.20021
2025-01-18 15:00:00,Leicester,Fulham,0.676934,2.36823,2.36823,0.676934
2025-01-18 12:30:00,Newcastle,Bournemouth,0.837801,2.70174,2.70174,0.837801
2025-01-18 15:00:00,West Ham,Crystal Palace,0.221062,1.62561,1.62561,0.221062
2025-01-19 14:00:00,Everton,Tottenham,2.56089,1.35719,1.35719,2.56089
2025-01-19 16:30:00,Ipswich,Man City,0.795637,3.20228,3.20228,0.795637
2025-01-19 14:00:00,Man United,Brighton,1.31823,2.17172,2.17172,1.31823
2025-01-19 14:00:00,Nott'm Forest,Southampton,2.36419,1.25922,1.25922,2.36419
2025-01-20 20:00:00,Chelsea,Wolves,3.14882,1.06726,1.06726,3.14882
2025-01-25 15:00:00,Bournemouth,Nott'm Forest,2.8254,0.996166,0.996166,2.8254
2025-01-25 15:00:00,Brighton,Everton,0.64378,0.870883,0.870883,0.64378
2025-01-25 15:00:00,Liverpool,Ipswich,2.16809,0.804707,0.804707,2.16809
2025-01-25 17:30:00,Man City,Chelsea,2.23213,1.49843,1.49843,2.23213
2025-01-25 15:00:00,Southampton,Newcastle,0.825621,3.08319,3.08319,0.825621
2025-01-25 15:00:00,Wolves,Arsenal,0.514724,0.887358,0.887358,0.514724
2025-01-26 16:30:00,Aston Villa,West Ham,0.907851,1.67886,1.67886,0.907851
2025-01-26 14:00:00,Crystal Palace,Brentford,1.23177,1.92037,1.92037,1.23177
2025-01-26 19:00:00,Fulham,Man United,0.560571,0.201988,0.201988,0.560571
2025-01-26 14:00:00,Tottenham,Leicester,1.27483,1.40469,1.40469,1.27483
2025-02-01 15:00:00,Bournemouth,Liverpool,1.65273,2.7219,2.7219,1.65273
2025-02-01 15:00:00,Everton,Leicester,3.11261,0.447136,0.447136,3.11261
2025-02-01 15:00:00,Ipswich,Southampton,1.94845,1.17566,1.17566,1.94845
2025-02-01 15:00:00,Newcastle,Fulham,1.22716,1.60881,1.60881,1.22716
2025-02-01 12:30:00,Nott'm Forest,Brighton,4.0677,0.756296,0.756296,4.0677
2025-02-01 17:30:00,Wolves,Aston Villa,2.00146,0.742809,0.742809,2.00146
2025-02-02 16:30:00,Arsenal,Man City,1.53202,0.743191,0.743191,1.53202
2025-02-02 14:00:00,Brentford,Tottenham,1.66475,0.945355,0.945355,1.66475
2025-02-02 14:00:00,Man United,Crystal Palace,1.50706,2.44633,2.44633,1.50706
2025-02-03 20:00:00,Chelsea,West Ham,1.39066,1.1868,1.1868,1.39066
2025-02-12 19:30:00,Everton,Liverpool,0.910523,0.929103,0.929103,0.910523
2025-02-14 20:00:00,Brighton,Chelsea,2.06892,0.649788,0.649788,2.06892
2025-02-15 15:00:00,Aston Villa,Ipswich,2.89841,0.332864,0.332864,2.89841
2025-02-15 17:30:00,Crystal Palace,Everton,2.30646,1.01565,1.01565,2.30646
